age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
20.0,0,8.38,4.4,0.02,5.07,8.16,125.0,127.0,10.87,0,0,2,1
35.0,0,8.23,5.61,3.25,2.54,8.57,98.0,83.0,10.05,0,1,2,1
29.0,1,5.81,5.73,1.59,5.91,5.54,37.0,96.0,7.59,1,0,3,1
35.0,0,8.34,5.53,0.44,1.87,7.49,62.0,180.0,10.37,2,0,3,1
20.0,1,4.75,4.3,3.47,4.67,7.34,161.0,85.0,6.15,1,0,2,1
19.0,0,4.35,5.19,0.06,1.31,8.13,139.0,67.0,5.8,1,1,2,1
26.0,1,11.55,2.25,2.01,1.8,8.6,104.0,73.0,14.26,2,0,2,1
20.0,2,10.27,3.35,1.94,0.73,8.13,185.0,43.0,10.93,0,1,3,1
27.0,1,3.57,4.47,2.11,5.71,6.05,171.0,177.0,4.52,0,0,3,1
28.0,0,11.49,1.71,3.23,1.87,8.78,113.0,115.0,12.78,1,0,3,1
29.0,2,8.55,5.72,2.65,1.24,6.01,104.0,90.0,10.42,0,0,2,1
24.0,1,8.97,1.3,2.31,1.58,4.65,147.0,94.0,9.88,0,1,2,1
28.0,2,10.74,0.94,3.24,2.91,7.21,150.0,128.0,12.65,0,0,3,1
20.0,0,11.58,1.56,2.43,3.27,5.86,125.0,133.0,12.69,1,0,2,1
35.0,1,9.39,4.24,3.95,2.64,6.44,181.0,114.0,11.97,2,0,2,1
35.0,1,11.32,1.25,1.44,3.05,8.89,166.0,146.0,14.07,0,0,3,1
33.0,1,5.82,4.09,1.29,4.4,6.81,239.0,35.0,8.62,1,1,3,1
31.0,1,6.58,4.14,3.17,1.56,8.87,167.0,151.0,7.22,0,1,3,1
32.0,0,5.78,4.42,1.56,1.64,5.8,219.0,101.0,8.33,0,0,2,1
23.0,1,6.12,2.61,2.71,3.89,7.84,191.0,57.0,6.76,0,0,2,1
21.0,2,9.33,2.07,3.12,1.6,4.56,35.0,35.0,10.41,1,1,3,1
32.0,0,8.18,4.26,2.02,3.13,8.51,170.0,156.0,11.0,2,0,3,1
20.0,0,9.82,3.84,3.02,5.06,5.05,153.0,121.0,12.12,1,0,2,1
33.0,2,11.36,5.08,1.87,4.01,6.12,210.0,121.0,13.92,2,1,3,1
34.0,0,10.74,1.31,3.47,4.39,6.57,154.0,111.0,13.14,0,1,3,1
19.0,0,9.52,3.5,3.31,5.61,7.37,74.0,42.0,11.09,1,0,2,1
32.0,0,8.62,5.7,0.11,1.33,5.27,140.0,161.0,9.26,2,0,3,1
21.0,2,7.51,4.21,1.79,2.42,6.15,56.0,101.0,10.41,1,1,3,1
23.0,1,11.46,5.1,3.82,0.54,7.13,226.0,60.0,12.43,0,0,2,1
21.0,2,11.82,4.93,0.36,1.33,4.75,220.0,86.0,13.6,0,1,2,1
24.0,0,6.31,2.33,2.04,5.22,6.79,202.0,49.0,8.47,1,0,2,1
23.0,2,3.46,5.81,2.58,4.72,5.18,52.0,81.0,6.35,1,0,2,1
29.0,2,7.81,4.15,2.83,4.77,6.16,180.0,77.0,8.94,1,1,2,1
18.0,1,7.88,4.53,1.2,5.94,8.78,238.0,155.0,9.44,1,0,2,1
31.0,0,10.18,3.78,3.19,3.52,5.35,245.0,158.0,11.77,0,1,3,1
21.0,1,11.02,1.08,2.01,5.13,6.41,93.0,29.0,13.52,1,1,3,1
31.0,0,10.68,5.8,2.23,4.71,8.48,41.0,94.0,12.2,2,0,2,1
31.0,1,11.8,1.71,0.51,5.47,7.13,31.0,68.0,12.84,0,1,2,1
25.0,1,8.96,2.27,0.84,5.77,5.98,197.0,49.0,11.08,0,0,2,1
27.0,1,9.05,4.85,1.5,1.25,8.87,31.0,179.0,10.67,1,0,2,1
29.0,2,10.56,2.58,0.61,4.24,8.91,119.0,129.0,12.94,2,0,2,1
29.0,1,11.55,5.51,2.52,4.57,6.46,213.0,137.0,13.8,2,1,2,1
24.0,1,9.66,3.96,2.83,2.41,4.53,65.0,168.0,10.48,2,1,2,1
29.0,2,8.87,2.23,2.33,4.31,6.91,70.0,156.0,10.43,1,0,2,1
19.0,1,4.16,5.72,3.64,4.47,6.0,140.0,56.0,5.71,1,1,3,1
20.0,1,8.01,3.04,1.94,5.33,6.33,215.0,86.0,8.69,0,0,3,1
31.0,0,11.51,2.22,2.44,0.89,8.91,30.0,80.0,13.99,1,1,3,1
20.0,1,9.53,2.51,3.2,5.33,4.51,135.0,133.0,10.76,2,0,2,1
34.0,2,5.1,4.08,2.59,1.97,4.61,230.0,164.0,7.15,2,0,2,1
23.0,1,8.77,5.55,0.66,3.39,4.83,119.0,58.0,9.94,0,1,2,1
34.0,1,11.82,2.7,1.88,2.11,7.7,247.0,147.0,13.12,0,1,3,1
31.0,1,8.11,5.14,0.34,4.14,6.87,217.0,58.0,10.87,2,0,2,1
27.0,2,11.27,3.11,0.47,1.09,7.6,211.0,40.0,13.24,1,0,2,1
29.0,2,7.74,5.22,2.43,5.13,7.92,146.0,157.0,10.24,2,1,3,1
25.0,1,6.16,4.06,0.33,2.98,4.92,85.0,20.0,8.86,0,1,3,1
29.0,1,6.23,4.6,0.1,4.71,8.02,148.0,33.0,8.69,1,1,2,1
32.0,2,3.92,4.87,0.49,0.84,8.01,76.0,48.0,4.92,1,0,2,1
22.0,1,9.6,5.16,1.51,4.12,7.2,247.0,92.0,11.92,1,1,3,1
34.0,2,10.66,3.11,2.79,1.52,7.53,47.0,61.0,13.25,1,0,2,1
29.0,0,9.83,2.16,3.21,3.69,4.63,126.0,28.0,11.06,0,0,2,1
27.0,1,9.86,3.46,1.79,4.39,7.89,169.0,53.0,12.8,1,0,2,1
29.0,0,11.56,3.07,0.25,2.61,7.42,73.0,27.0,12.58,0,1,2,1
30.0,2,10.44,4.4,3.73,1.19,6.72,91.0,35.0,11.14,1,1,3,1
19.0,1,11.84,4.02,1.75,2.27,5.82,93.0,76.0,14.47,2,1,2,1
21.0,0,4.97,5.8,3.59,4.7,6.39,134.0,98.0,6.09,1,1,2,1
31.0,1,3.71,4.91,1.2,5.91,7.58,96.0,78.0,5.52,1,1,2,1
30.0,0,4.66,5.29,2.51,4.37,4.51,180.0,33.0,6.12,2,0,2,1
28.0,0,3.43,5.5,1.35,1.87,7.73,50.0,55.0,6.15,0,0,2,1
30.0,2,8.07,1.8,0.6,1.98,5.53,102.0,109.0,10.22,1,0,2,1
26.0,2,9.65,1.47,3.56,3.28,6.57,88.0,142.0,10.27,1,1,2,1
34.0,1,3.45,4.32,3.79,3.9,8.87,20.0,58.0,4.69,1,1,3,1
18.0,2,5.33,4.39,1.62,5.11,6.92,160.0,53.0,5.96,1,1,2,1
18.0,1,10.86,2.07,2.15,3.01,8.31,123.0,128.0,11.86,2,1,2,1
21.0,2,4.66,4.79,3.28,2.12,5.14,130.0,118.0,6.57,0,0,2,1
32.0,2,3.71,5.36,2.26,2.47,7.06,117.0,72.0,5.01,0,0,3,1
33.0,0,7.52,3.86,1.6,2.28,6.98,142.0,83.0,9.86,2,0,2,1
27.0,2,4.82,5.51,3.02,2.64,8.66,58.0,91.0,5.58,1,1,2,1
33.0,2,6.93,1.09,3.75,5.88,8.82,163.0,77.0,9.27,1,1,2,1
31.0,1,9.72,2.6,3.04,5.75,6.1,152.0,128.0,12.48,0,0,3,1
22.0,0,11.39,2.98,3.25,3.86,6.51,88.0,46.0,12.15,0,1,2,1
23.0,1,10.37,2.19,3.27,5.72,7.64,179.0,133.0,12.12,1,1,3,1
31.0,1,8.11,5.52,0.95,2.07,5.87,65.0,48.0,11.09,2,1,3,1
19.0,1,9.62,1.57,3.2,2.05,8.06,128.0,17.0,10.87,0,1,3,1
34.0,1,10.41,4.81,1.05,5.46,7.76,173.0,34.0,13.03,1,1,2,1
29.0,1,8.32,5.87,2.47,1.82,6.59,144.0,48.0,9.62,1,0,2,1
20.0,0,9.39,1.02,3.72,3.26,4.85,144.0,169.0,9.97,0,0,3,1
35.0,1,9.65,1.58,2.9,1.56,6.52,194.0,34.0,10.62,0,1,3,1
21.0,2,8.04,0.77,1.92,3.92,8.6,224.0,85.0,10.09,2,1,3,1
33.0,2,6.01,4.32,2.15,3.33,5.41,225.0,72.0,7.08,0,0,2,1
20.0,1,5.34,5.38,1.81,0.93,7.82,167.0,106.0,6.16,1,0,2,1
34.0,2,9.74,4.08,3.02,0.89,4.8,50.0,53.0,12.59,1,1,3,1
32.0,0,5.55,4.36,1.53,5.12,8.36,165.0,126.0,6.68,1,1,2,1
28.0,0,11.87,2.32,0.66,0.74,5.69,187.0,73.0,13.74,1,1,3,1
23.0,2,6.92,0.67,0.83,1.3,8.21,70.0,180.0,9.84,2,0,2,1
32.0,1,9.2,4.35,3.77,3.25,6.72,40.0,168.0,9.8,1,0,3,1
32.0,1,3.46,4.5,0.33,4.64,8.29,239.0,104.0,6.16,1,0,3,1
22.0,0,9.83,3.08,2.46,5.48,4.59,75.0,53.0,11.7,2,0,2,1
28.0,2,7.33,4.37,3.55,2.39,6.88,79.0,63.0,8.65,0,0,2,1
31.0,0,7.24,2.51,1.81,2.87,5.55,59.0,106.0,8.07,2,0,2,1
25.0,0,8.13,2.17,2.14,3.64,5.09,104.0,144.0,10.6,1,1,3,1
29.0,0,9.67,4.54,3.45,3.36,7.88,136.0,65.0,11.32,2,0,2,1
23.0,0,3.38,4.47,3.8,1.43,5.62,39.0,138.0,3.97,0,0,3,1
32.0,1,8.62,4.09,1.8,3.86,5.93,136.0,136.0,9.25,0,0,2,1
26.0,0,8.48,4.01,2.43,4.11,7.52,80.0,42.0,10.91,1,1,3,1
19.0,1,3.9,4.88,2.99,1.21,6.04,158.0,82.0,5.7,2,1,3,1
29.0,0,10.32,4.72,2.92,3.01,6.66,108.0,103.0,12.22,1,0,3,1
34.0,0,7.63,4.48,0.7,1.09,5.26,169.0,49.0,9.18,2,0,2,1
27.0,2,9.63,1.7,0.37,1.84,8.23,215.0,24.0,12.34,2,1,3,1
33.0,1,10.72,3.48,2.08,1.53,7.81,153.0,127.0,13.09,2,1,3,1
27.0,2,11.56,3.8,3.32,0.65,4.89,138.0,153.0,14.38,0,1,3,1
21.0,2,7.23,1.83,3.13,2.69,7.44,202.0,179.0,8.97,0,1,2,1
18.0,2,8.29,0.58,0.86,5.57,8.77,121.0,144.0,9.51,2,0,3,1
18.0,1,11.0,4.39,2.02,3.08,8.59,242.0,157.0,12.62,0,0,2,1
32.0,2,10.77,4.34,1.67,1.58,7.31,77.0,97.0,11.95,2,0,3,1
35.0,0,7.51,5.98,1.87,2.14,5.74,62.0,16.0,9.09,2,0,2,1
30.0,2,4.58,4.46,2.4,1.53,7.77,239.0,139.0,7.04,1,1,3,1
34.0,1,6.19,2.86,1.25,3.24,6.38,111.0,97.0,8.38,1,1,2,1
28.0,0,7.87,5.78,2.65,1.02,7.16,55.0,71.0,10.18,0,1,3,1
35.0,2,8.36,2.81,2.35,1.58,8.88,181.0,55.0,9.83,1,1,2,1
20.0,2,3.36,5.28,0.12,4.25,5.68,29.0,27.0,5.91,0,1,3,1
23.0,2,7.71,2.16,3.18,2.46,5.99,56.0,38.0,9.98,2,0,2,1
29.0,1,11.35,1.04,1.64,0.74,8.04,155.0,82.0,13.42,0,1,3,1
24.0,2,9.51,1.73,2.15,5.18,4.7,166.0,151.0,12.14,0,1,2,1
26.0,1,10.19,5.43,2.63,2.62,5.59,153.0,44.0,11.71,2,0,3,1
22.0,1,11.05,5.48,2.04,5.67,8.81,91.0,25.0,13.8,1,1,2,1
35.0,2,11.55,2.5,2.96,0.98,4.69,69.0,18.0,14.41,2,0,3,1
26.0,0,3.71,5.33,3.29,1.07,6.37,160.0,159.0,4.54,1,0,2,1
25.0,1,9.11,3.99,0.36,3.23,4.92,128.0,28.0,10.48,1,1,3,1
30.0,1,9.71,4.39,1.97,4.72,8.06,214.0,132.0,12.48,0,0,2,1
20.0,1,8.32,5.03,1.07,1.3,7.27,49.0,33.0,10.76,0,0,2,1
23.0,2,8.95,4.13,2.52,4.13,5.67,237.0,154.0,11.81,0,1,3,1
32.0,1,5.88,4.57,3.12,2.46,6.33,194.0,161.0,7.5,1,1,2,1
31.0,2,5.8,5.34,3.71,0.89,6.14,93.0,161.0,7.86,2,0,2,1
35.0,0,5.67,5.6,2.73,3.07,8.5,168.0,168.0,6.83,1,0,2,1
22.0,0,10.11,4.29,0.31,4.6,6.06,45.0,126.0,11.19,0,0,3,1
29.0,0,8.16,2.68,2.98,2.98,4.66,150.0,149.0,9.56,1,1,2,1
30.0,1,8.76,0.52,0.84,1.36,4.95,156.0,178.0,10.53,1,0,3,1
20.0,1,9.31,3.4,1.92,3.03,5.88,206.0,95.0,11.12,0,0,2,1
28.0,1,10.61,2.31,1.34,5.09,5.67,27.0,50.0,13.48,2,1,2,1
23.0,0,7.35,2.34,0.62,2.4,5.08,233.0,90.0,8.17,0,1,2,1
22.0,2,8.17,2.61,1.82,3.17,8.82,122.0,123.0,10.6,1,0,3,1
20.0,0,11.19,2.71,2.4,1.65,4.73,161.0,35.0,12.48,2,0,2,1
21.0,1,3.87,4.65,0.16,2.94,6.33,236.0,39.0,6.87,0,1,3,1
28.0,1,6.86,3.25,1.95,3.46,8.11,99.0,70.0,7.94,0,0,2,1
33.0,0,5.22,4.28,0.87,3.58,5.53,175.0,32.0,6.19,2,1,2,1
26.0,1,10.07,2.46,0.37,1.47,8.13,159.0,79.0,12.38,2,1,2,1
32.0,2,11.2,2.2,1.97,2.2,7.27,130.0,118.0,13.83,0,0,3,1
18.0,1,9.51,3.81,2.88,3.12,6.49,34.0,94.0,11.59,1,0,2,1
22.0,0,7.17,5.6,1.78,5.38,7.41,36.0,28.0,8.45,1,1,3,1
20.0,0,7.65,4.18,3.58,4.6,5.56,178.0,65.0,9.93,2,0,3,1
29.0,2,3.83,5.91,0.08,2.62,6.35,157.0,104.0,5.51,1,1,3,1
20.0,1,8.44,5.37,2.84,0.96,7.8,197.0,48.0,10.61,0,0,2,1
33.0,2,11.06,5.37,1.05,3.65,8.65,194.0,119.0,12.57,1,0,3,1
24.0,1,7.23,2.55,3.95,4.86,6.89,221.0,88.0,8.55,2,0,2,1
19.0,0,9.58,1.74,1.9,3.85,6.32,151.0,100.0,11.87,0,0,3,1
30.0,0,6.6,1.28,1.87,4.77,6.67,163.0,26.0,7.27,1,0,2,1
22.0,2,7.35,3.18,3.55,2.92,4.79,187.0,95.0,7.88,2,1,2,1
33.0,2,10.97,3.0,2.84,2.25,7.19,203.0,161.0,13.24,2,1,3,1
29.0,2,7.34,1.06,3.83,5.47,4.96,169.0,106.0,8.09,2,0,2,1
22.0,0,8.2,4.67,1.9,4.54,4.98,117.0,174.0,10.7,0,1,2,1
18.0,1,11.8,0.55,0.86,2.16,8.54,142.0,45.0,14.25,2,0,2,1
32.0,1,8.13,4.39,2.22,3.97,8.15,223.0,49.0,8.68,2,1,2,1
19.0,2,10.2,5.11,3.36,4.76,8.28,69.0,114.0,11.13,2,1,3,1
29.0,2,7.01,4.12,2.88,3.78,6.5,192.0,58.0,8.01,2,0,3,1
29.0,0,9.06,3.69,1.06,1.14,4.88,123.0,22.0,9.79,2,1,2,1
33.0,2,7.56,5.33,0.4,3.32,6.38,248.0,135.0,9.6,0,1,3,1
19.0,1,9.23,1.34,3.5,1.51,8.39,221.0,152.0,11.04,0,1,3,1
33.0,2,6.8,2.73,2.45,1.9,7.3,247.0,137.0,9.0,1,1,2,1
32.0,1,8.07,2.68,0.54,4.18,8.52,46.0,137.0,9.31,0,0,2,1
34.0,2,7.22,2.09,0.93,0.98,4.79,23.0,166.0,8.98,0,1,2,1
35.0,0,8.87,2.23,1.04,0.93,5.48,190.0,98.0,10.75,2,0,2,1
23.0,0,10.21,1.74,2.18,2.8,7.16,114.0,90.0,11.36,2,0,2,1
30.0,2,7.45,3.05,3.3,2.97,8.66,65.0,117.0,8.67,2,0,2,1
32.0,2,11.29,3.99,0.14,2.96,5.09,81.0,23.0,13.46,2,0,3,1
31.0,0,8.33,5.7,0.13,5.81,7.85,39.0,146.0,10.88,0,0,3,1
29.0,1,11.41,4.64,2.23,1.4,7.83,180.0,161.0,11.96,1,1,2,1
30.0,0,6.77,2.32,0.32,1.39,6.67,189.0,31.0,9.21,0,0,2,1
26.0,1,9.84,2.2,2.27,3.43,7.15,57.0,98.0,11.75,0,0,2,1
30.0,2,8.01,1.97,1.66,4.88,6.92,54.0,179.0,10.94,2,0,2,1
22.0,0,9.53,4.41,0.03,0.97,5.16,244.0,163.0,10.71,1,1,2,1
20.0,0,5.28,4.13,2.09,1.47,5.51,182.0,83.0,8.04,0,0,3,1
23.0,0,11.52,5.62,0.27,4.44,6.63,219.0,178.0,12.38,1,0,2,1
30.0,2,4.37,4.39,2.33,2.74,8.78,89.0,164.0,6.56,1,1,3,1
25.0,0,6.56,0.94,1.97,2.88,8.59,119.0,16.0,7.3,2,1,2,1
18.0,0,9.82,4.88,1.14,2.32,7.6,197.0,165.0,12.25,0,0,3,1
33.0,2,6.77,5.62,2.02,0.62,7.2,198.0,48.0,7.99,2,1,2,1
34.0,2,5.67,4.88,0.93,3.86,4.99,52.0,38.0,6.96,2,0,3,1
27.0,1,5.95,5.61,3.81,1.31,6.39,195.0,15.0,8.86,1,0,3,1
19.0,0,8.62,3.77,0.27,4.0,8.48,108.0,175.0,9.16,0,0,3,1
20.0,0,9.04,4.97,0.92,4.54,8.65,96.0,47.0,9.78,2,0,2,1
30.0,1,5.32,4.44,2.88,0.91,4.84,23.0,52.0,7.32,1,1,3,1
31.0,1,5.47,5.1,0.59,4.8,7.5,202.0,161.0,7.81,2,1,3,1
20.0,2,3.93,5.82,2.33,0.73,7.9,173.0,91.0,6.58,0,0,2,1
26.0,0,11.99,1.7,2.53,1.3,5.95,248.0,102.0,12.75,1,1,2,1
34.0,0,5.8,5.53,1.3,5.42,8.36,142.0,121.0,6.52,2,1,2,1
30.0,2,7.81,2.88,3.29,4.66,8.7,239.0,73.0,8.75,2,1,2,1
34.0,1,9.71,5.87,2.4,1.35,5.07,22.0,22.0,10.22,0,0,3,1
19.0,2,10.47,3.5,3.89,5.26,6.84,174.0,54.0,12.07,1,1,3,1
34.0,2,8.98,4.86,0.14,3.97,8.49,237.0,168.0,10.71,0,0,2,1
31.0,1,10.81,4.47,3.87,3.8,6.08,167.0,144.0,11.84,2,0,2,1
20.0,1,10.6,4.27,0.85,1.49,4.6,247.0,117.0,12.34,1,0,3,1
29.0,2,3.74,5.47,2.22,1.79,6.95,169.0,60.0,5.4,1,0,3,1
18.0,2,8.72,4.4,3.84,5.17,4.51,64.0,51.0,11.34,2,0,2,1
29.0,1,8.99,0.98,0.66,2.2,4.95,169.0,36.0,11.96,2,1,2,1
24.0,0,7.38,5.67,2.76,5.74,6.95,153.0,165.0,9.9,2,1,3,1
28.0,0,10.17,2.11,1.5,1.3,6.89,164.0,61.0,11.09,0,0,2,1
22.0,0,5.93,4.92,0.43,1.81,4.7,201.0,82.0,8.05,0,1,3,1
25.0,0,11.86,5.28,1.56,5.05,6.54,211.0,108.0,14.47,2,0,3,1
27.0,0,3.76,4.15,0.91,3.3,7.98,241.0,37.0,6.4,0,0,2,1
25.0,1,9.09,1.76,1.26,5.75,6.82,22.0,82.0,10.21,0,0,3,1
21.0,0,5.17,5.1,3.26,4.84,8.36,74.0,156.0,8.13,2,1,2,1
21.0,1,5.88,4.88,1.4,4.15,5.33,36.0,75.0,7.02,2,0,2,1
24.0,1,3.63,5.8,0.03,4.64,7.62,73.0,109.0,5.81,1,0,3,1
33.0,1,3.41,5.27,1.02,2.76,6.76,35.0,170.0,5.29,1,1,3,1
32.0,1,10.43,4.18,3.22,3.93,7.9,174.0,16.0,12.88,0,1,2,1
29.0,2,9.49,2.36,1.38,2.82,6.07,202.0,75.0,10.46,2,0,2,1
34.0,0,4.02,4.78,3.75,4.33,5.11,125.0,97.0,5.65,0,0,2,1
21.0,2,9.3,5.82,0.76,2.43,6.11,159.0,52.0,10.53,1,1,2,1
29.0,0,9.94,3.0,2.56,1.36,5.57,20.0,74.0,10.74,2,0,3,1
34.0,2,11.53,1.45,2.83,4.02,8.21,162.0,163.0,14.22,1,0,2,1
26.0,1,11.58,5.3,0.75,2.25,5.47,237.0,24.0,13.32,1,1,2,1
27.0,2,11.76,4.41,2.78,0.88,6.68,22.0,70.0,13.99,2,1,2,1
35.0,2,10.28,3.78,1.61,2.9,7.29,38.0,165.0,12.86,1,1,3,1
34.0,0,11.13,1.46,1.47,1.23,6.09,33.0,123.0,12.87,0,0,2,1
35.0,2,9.73,2.6,1.01,1.97,8.57,232.0,157.0,11.85,2,0,2,1
33.0,0,10.82,5.72,0.27,2.71,8.96,33.0,118.0,11.99,1,0,3,1
18.0,1,5.8,5.33,1.09,3.27,8.25,57.0,75.0,8.14,0,0,2,1
21.0,2,4.19,4.09,1.52,0.77,6.93,28.0,34.0,6.44,2,1,3,1
32.0,0,11.98,1.87,1.48,5.66,6.3,58.0,65.0,14.88,0,0,2,1
35.0,1,9.71,4.26,2.96,5.44,5.69,38.0,38.0,11.38,1,1,2,1
32.0,2,5.92,4.52,2.94,5.77,7.06,74.0,27.0,8.42,1,0,2,1
19.0,0,8.03,2.12,1.53,1.03,7.88,79.0,168.0,10.5,2,1,3,1
21.0,2,8.21,5.61,2.3,5.49,6.19,203.0,65.0,8.9,2,1,2,1
19.0,0,5.19,5.65,0.5,2.83,7.77,232.0,173.0,6.51,1,0,3,1
29.0,1,10.48,1.39,2.61,2.99,5.71,77.0,141.0,12.96,0,1,3,1
25.0,0,8.72,5.12,2.85,3.9,5.87,200.0,46.0,10.78,2,0,2,1
22.0,0,9.54,0.98,3.34,2.6,7.94,153.0,31.0,10.73,2,1,2,1
32.0,2,11.02,2.18,0.72,0.72,5.86,220.0,100.0,13.18,2,1,2,1
22.0,1,10.86,1.77,2.0,4.77,7.27,99.0,31.0,13.35,0,1,3,1
34.0,0,8.33,2.18,1.94,3.15,4.71,25.0,105.0,9.15,1,1,2,1
26.0,0,7.57,5.39,3.13,0.83,7.97,86.0,96.0,9.1,1,0,3,1
18.0,1,3.7,5.44,1.17,1.1,6.05,250.0,150.0,5.99,2,1,2,1
32.0,0,11.64,1.47,3.54,4.08,7.88,145.0,32.0,13.48,2,1,3,1
26.0,2,11.94,3.82,0.35,5.25,6.86,120.0,39.0,14.44,1,0,3,1
34.0,1,10.69,2.22,1.72,5.71,7.09,179.0,160.0,13.09,2,1,2,1
29.0,2,10.81,2.48,2.87,4.49,8.78,119.0,88.0,12.92,0,1,2,1
22.0,1,11.51,3.96,0.16,5.78,7.75,114.0,110.0,13.2,2,1,2,1
34.0,2,7.33,4.0,3.56,1.28,6.36,62.0,174.0,9.1,0,0,2,1
29.0,2,9.34,5.17,0.97,5.4,6.65,62.0,124.0,10.26,1,0,2,1
20.0,2,8.31,5.14,0.01,3.56,7.44,32.0,27.0,10.99,0,0,3,1
27.0,1,4.18,4.98,3.99,4.38,7.18,194.0,28.0,4.99,0,0,2,1
23.0,2,4.44,4.9,0.31,1.68,6.76,113.0,61.0,5.02,2,1,2,1
23.0,1,5.73,4.13,3.95,0.88,5.05,244.0,136.0,7.02,1,0,3,1
33.0,0,3.96,5.97,2.26,0.86,5.0,69.0,124.0,5.91,0,0,2,1
35.0,2,8.48,5.89,3.46,3.64,4.76,57.0,71.0,11.31,2,0,2,1
18.0,2,9.29,3.78,3.01,3.71,8.86,132.0,117.0,10.02,0,1,3,1
22.0,1,10.71,4.63,0.57,5.52,5.53,105.0,156.0,13.05,0,0,2,1
24.0,0,7.84,3.78,3.7,2.15,8.44,163.0,159.0,8.76,1,1,2,1
20.0,2,9.4,5.53,2.65,5.19,5.16,107.0,151.0,10.78,0,0,2,1
23.0,1,7.11,3.89,3.79,1.17,7.16,141.0,158.0,7.76,2,1,2,1
35.0,2,4.2,5.23,0.47,5.96,6.27,52.0,72.0,6.79,0,0,3,1
20.0,0,3.67,5.29,3.44,4.24,5.59,70.0,56.0,4.2,1,0,2,1
18.0,2,3.03,4.9,2.72,4.99,4.92,128.0,52.0,4.08,2,1,3,1
20.0,2,3.34,4.81,0.1,3.36,5.22,102.0,29.0,5.45,0,0,3,1
33.0,0,9.9,1.63,2.19,4.19,5.18,110.0,66.0,11.74,1,1,3,1
31.0,0,11.28,2.5,2.75,4.63,8.56,122.0,94.0,11.81,0,1,3,1
20.0,1,7.75,5.88,3.95,5.64,5.09,240.0,160.0,9.3,2,1,3,1
22.0,1,9.15,0.94,1.82,1.62,4.84,60.0,106.0,9.77,1,0,2,1
27.0,1,11.63,3.25,1.26,2.65,6.1,53.0,39.0,12.96,2,1,2,1
29.0,0,10.77,5.14,2.06,2.52,5.04,133.0,31.0,11.28,2,1,2,1
18.0,2,5.61,4.15,1.39,5.88,8.24,79.0,60.0,7.7,2,1,2,1
23.0,0,11.99,3.04,1.39,5.98,7.65,101.0,38.0,13.33,2,1,3,1
24.0,1,11.06,1.88,1.53,0.57,8.89,202.0,78.0,12.52,1,1,2,1
27.0,1,7.73,4.82,1.58,3.91,8.42,99.0,92.0,10.66,0,0,2,1
33.0,2,10.13,4.44,2.97,2.08,4.9,114.0,131.0,12.68,2,1,3,1
27.0,1,3.97,5.78,0.15,1.12,8.35,51.0,99.0,6.59,0,1,3,1
34.0,0,7.0,4.96,2.19,4.03,7.87,28.0,105.0,9.53,2,1,2,1
26.0,2,8.42,1.56,0.71,1.65,7.12,62.0,111.0,10.3,1,0,2,1
34.0,0,8.18,4.98,2.02,5.55,7.97,207.0,42.0,9.6,2,1,3,1
35.0,2,7.64,3.35,2.76,5.83,4.9,25.0,148.0,9.16,0,0,2,1
26.0,2,6.23,2.16,2.05,1.11,7.99,84.0,35.0,7.65,0,1,2,1
25.0,2,6.04,2.05,3.45,1.95,5.71,221.0,153.0,8.8,2,1,2,1
28.0,0,7.63,2.91,2.24,1.42,7.33,154.0,18.0,10.59,2,1,2,1
31.0,1,3.72,4.06,3.79,0.61,5.08,211.0,81.0,4.64,1,0,3,1
24.0,1,3.7,5.88,1.38,1.13,4.99,133.0,16.0,4.61,2,0,3,1
35.0,1,5.07,5.78,1.18,4.67,8.69,193.0,74.0,6.77,1,0,3,1
18.0,1,5.9,4.77,3.49,1.41,7.18,145.0,150.0,6.58,1,1,2,1
18.0,0,9.1,1.34,1.43,1.69,4.66,192.0,151.0,10.14,2,1,2,1
22.0,0,3.81,4.41,1.73,1.93,5.91,52.0,142.0,6.49,1,0,3,1
28.0,2,5.67,5.74,3.58,3.57,7.0,105.0,17.0,6.66,1,1,2,1
25.0,1,8.31,5.45,1.53,1.65,8.36,233.0,16.0,9.8,0,0,2,1
30.0,0,6.03,4.99,2.82,2.03,6.19,227.0,34.0,7.61,0,0,3,1
19.0,1,9.03,5.78,0.19,5.71,6.57,161.0,17.0,10.2,2,0,2,1
28.0,0,10.5,4.59,2.34,4.47,7.16,152.0,138.0,11.48,1,1,2,1
30.0,2,7.44,4.94,1.02,3.31,6.83,228.0,175.0,9.26,1,0,3,1
30.0,1,9.04,5.81,1.61,2.78,5.33,27.0,141.0,10.61,0,0,3,1
28.0,0,9.43,2.76,0.61,3.79,7.92,245.0,88.0,12.32,0,0,2,1
34.0,2,4.47,4.43,0.37,2.48,6.11,40.0,120.0,5.83,0,0,3,1
18.0,2,3.72,5.14,2.1,5.11,6.58,221.0,44.0,5.36,1,0,3,1
33.0,2,4.52,4.74,1.26,3.67,6.56,57.0,178.0,5.5,0,1,2,1
20.0,0,3.09,5.19,0.11,4.12,8.12,162.0,148.0,4.1,0,0,2,1
20.0,0,11.54,5.19,2.52,3.44,5.18,124.0,172.0,13.04,1,0,3,1
